,日付,合計（円）,預金・現金・仮想通貨（円）,株式(現物)（円）,ポイント（円）,年金（円）
1122,2018-06-16,721176,392835,313048,10805.0,4488
1123,2018-06-17,723284,393185,313327,12280.0,4492
1124,2018-06-18,723917,393535,313606,12280.0,4496
1125,2018-06-19,724550,393885,313885,12280.0,4500
1126,2018-06-20,725183,394235,314164,12280.0,4504
1127,2018-06-21,725816,394585,314443,12280.0,4508
1128,2018-06-22,726449,394935,314722,12280.0,4512
1129,2018-06-23,727082,395285,315001,12280.0,4516
1130,2018-06-24,727715,395635,315280,12280.0,4520
1131,2018-06-25,728348,395985,315559,12280.0,4524
1132,2018-06-26,728981,396335,315838,12280.0,4528
1133,2018-06-27,729614,396685,316117,12280.0,4532
1134,2018-06-28,730247,397035,316396,12280.0,4536
1135,2018-06-29,730880,397385,316675,12280.0,4540
1136,2018-06-30,731513,397735,316954,12280.0,4544
1137,2018-07-01,732146,398085,317233,12280.0,4548
1138,2018-07-02,732779,398435,317512,12280.0,4552
1139,2018-07-03,733412,398785,317791,12280.0,4556
1140,2018-07-04,734045,399135,318070,12280.0,4560
1141,2018-07-05,734678,399485,318349,12280.0,4564
1142,2018-07-06,735311,399835,318628,12280.0,4568
1143,2018-07-07,735944,400185,318907,12280.0,4572
1144,2018-07-08,736577,400535,319186,12280.0,4576
1145,2018-07-09,737210,400885,319465,12280.0,4580
1146,2018-07-10,737843,401235,319744,12280.0,4584
1147,2018-07-11,738476,401585,320023,12280.0,4588
1148,2018-07-12,739109,401935,320302,12280.0,4592
1149,2018-07-13,739742,402285,320581,12280.0,4596
1150,2018-07-14,740375,402635,320860,12280.0,4600
1151,2018-07-15,741008,402985,321139,12280.0,4604
1152,2018-07-16,741641,403335,321418,12280.0,4608
1153,2018-07-17,744644,403685,321697,14650.0,4612
1154,2018-07-18,745277,404035,321976,14650.0,4616
1155,2018-07-19,746021,404385,322255,14761.0,4620
1156,2018-07-20,746654,404735,322534,14761.0,4624
1157,2018-07-21,747287,405085,322813,14761.0,4628
1158,2018-07-22,747920,405435,323092,14761.0,4632
1159,2018-07-23,748553,405785,323371,14761.0,4636
1160,2018-07-24,749186,406135,323650,14761.0,4640
1161,2018-07-25,764580,406485,323929,29522.0,4644
1162,2018-07-26,765213,406835,324208,29522.0,4648
1163,2018-07-27,751085,407185,324487,14761.0,4652
1164,2018-07-28,751718,407535,324766,14761.0,4656
1165,2018-07-29,752351,407885,325045,14761.0,4660
1166,2018-07-30,752984,408235,325324,14761.0,4664
1167,2018-07-31,753617,408585,325603,14761.0,4668
1168,2018-08-01,754250,408935,325882,14761.0,4672
1169,2018-08-02,754883,409285,326161,14761.0,4676
1170,2018-08-03,755516,409635,326440,14761.0,4680
1171,2018-08-04,756149,409985,326719,14761.0,4684
1172,2018-08-05,756782,410335,326998,14761.0,4688
1173,2018-08-06,757415,410685,327277,14761.0,4692
1174,2018-08-07,758048,411035,327556,14761.0,4696
1175,2018-08-08,758681,411385,327835,14761.0,4700
1176,2018-08-09,759314,411735,328114,14761.0,4704
1177,2018-08-10,759947,412085,328393,14761.0,4708
1178,2018-08-11,760585,412435,328672,14766.0,4712
1179,2018-08-12,761218,412785,328951,14766.0,4716
1180,2018-08-13,761851,413135,329230,14766.0,4720
1181,2018-08-14,762484,413485,329509,14766.0,4724
1182,2018-08-15,763117,413835,329788,14766.0,4728
1183,2018-08-16,764650,414185,330067,15666.0,4732
1184,2018-08-17,765283,414535,330346,15666.0,4736
1185,2018-08-18,765916,414885,330625,15666.0,4740
1186,2018-08-19,766849,415235,330904,15966.0,4744
1187,2018-08-20,767482,415585,331183,15966.0,4748
1188,2018-08-21,768115,415935,331462,15966.0,4752
1189,2018-08-22,768748,416285,331741,15966.0,4756
1190,2018-08-23,769381,416635,332020,15966.0,4760
1191,2018-08-24,770014,416985,332299,15966.0,4764
1192,2018-08-25,770647,417335,332578,15966.0,4768
1193,2018-08-26,771280,417685,332857,15966.0,4772
1194,2018-08-27,771913,418035,333136,15966.0,4776
1195,2018-08-28,772546,418385,333415,15966.0,4780
1196,2018-08-29,773179,418735,333694,15966.0,4784
1197,2018-08-30,773812,419085,333973,15966.0,4788
1198,2018-08-31,774445,419435,334252,15966.0,4792
1199,2018-09-01,775078,419785,334531,15966.0,4796
1200,2018-09-02,775711,420135,334810,15966.0,4800
1201,2018-09-03,776344,420485,335089,15966.0,4804
1202,2018-09-04,776982,420835,335368,15971.0,4808
1203,2018-09-05,777615,421185,335647,15971.0,4812
1204,2018-09-06,778248,421535,335926,15971.0,4816
1205,2018-09-07,778881,421885,336205,15971.0,4820
1206,2018-09-08,779514,422235,336484,15971.0,4824
1207,2018-09-09,780147,422585,336763,15971.0,4828
1208,2018-09-10,780780,422935,337042,15971.0,4832
1209,2018-09-11,781414,423285,337321,15972.0,4836
1210,2018-09-12,782047,423635,337600,15972.0,4840
1211,2018-09-13,782680,423985,337879,15972.0,4844
1212,2018-09-14,783313,424335,338158,15972.0,4848
1213,2018-09-15,783946,424685,338437,15972.0,4852
1214,2018-09-16,784579,425035,338716,15972.0,4856
1215,2018-09-17,787427,425385,338995,18187.0,4860
1216,2018-09-18,788060,425735,339274,18187.0,4864
1217,2018-09-19,788693,426085,339553,18187.0,4868
1218,2018-09-20,789326,426435,339832,18187.0,4872
1219,2018-09-21,789959,426785,340111,18187.0,4876
1220,2018-09-22,790592,427135,340390,18187.0,4880
1221,2018-09-23,791225,427485,340669,18187.0,4884
1222,2018-09-24,791858,427835,340948,18187.0,4888
1223,2018-09-25,792491,428185,341227,18187.0,4892
1224,2018-09-26,793124,428535,341506,18187.0,4896
1225,2018-09-27,793757,428885,341785,18187.0,4900
1226,2018-09-28,794390,429235,342064,18187.0,4904
1227,2018-09-29,795023,429585,342343,18187.0,4908
1228,2018-09-30,795656,429935,342622,18187.0,4912
1229,2018-10-01,796289,430285,342901,18187.0,4916
1230,2018-10-02,796922,430635,343180,18187.0,4920
1231,2018-10-03,797555,430985,343459,18187.0,4924
1232,2018-10-04,798188,431335,343738,18187.0,4928
1233,2018-10-05,798821,431685,344017,18187.0,4932
1234,2018-10-06,799454,432035,344296,18187.0,4936
1235,2018-10-07,800087,432385,344575,18187.0,4940
1236,2018-10-08,800720,432735,344854,18187.0,4944
1237,2018-10-09,801369,433085,345133,18203.0,4948
1238,2018-10-10,802002,433435,345412,18203.0,4952
1239,2018-10-11,802635,433785,345691,18203.0,4956
1240,2018-10-12,803268,434135,345970,18203.0,4960
1241,2018-10-13,803901,434485,346249,18203.0,4964
1242,2018-10-14,804534,434835,346528,18203.0,4968
1243,2018-10-15,805167,435185,346807,18203.0,4972
1244,2018-10-16,806830,435535,347086,19233.0,4976
1245,2018-10-17,807463,435885,347365,19233.0,4980
1246,2018-10-18,809146,436235,347644,20283.0,4984
1247,2018-10-19,809779,436585,347923,20283.0,4988
1248,2018-10-20,810412,436935,348202,20283.0,4992
1249,2018-10-21,811045,437285,348481,20283.0,4996
1250,2018-10-22,811278,437635,348760,19883.0,5000
1251,2018-10-23,811911,437985,349039,19883.0,5004
1252,2018-10-24,812544,438335,349318,19883.0,5008
1253,2018-10-25,813177,438685,349597,19883.0,5012
1254,2018-10-26,813810,439035,349876,19883.0,5016
1255,2018-10-27,814443,439385,350155,19883.0,5020
1256,2018-10-28,815076,439735,350434,19883.0,5024
1257,2018-10-29,815709,440085,350713,19883.0,5028
1258,2018-10-30,816342,440435,350992,19883.0,5032
1259,2018-10-31,816975,440785,351271,19883.0,5036
1260,2018-11-01,817608,441135,351550,19883.0,5040
1261,2018-11-02,818241,441485,351829,19883.0,5044
1262,2018-11-03,818874,441835,352108,19883.0,5048
1263,2018-11-04,819507,442185,352387,19883.0,5052
1264,2018-11-05,820140,442535,352666,19883.0,5056
1265,2018-11-06,820773,442885,352945,19883.0,5060
1266,2018-11-07,821406,443235,353224,19883.0,5064
1267,2018-11-08,822039,443585,353503,19883.0,5068
1268,2018-11-09,822672,443935,353782,19883.0,5072
1269,2018-11-10,823305,444285,354061,19883.0,5076
1270,2018-11-11,823955,444635,354340,19900.0,5080
1271,2018-11-12,824588,444985,354619,19900.0,5084
1272,2018-11-13,825221,445335,354898,19900.0,5088
1273,2018-11-14,825854,445685,355177,19900.0,5092
1274,2018-11-15,826487,446035,355456,19900.0,5096
1275,2018-11-16,817120,446385,355735,9900.0,5100
1276,2018-11-17,821205,446735,356014,13352.0,5104
1277,2018-11-18,821838,447085,356293,13352.0,5108
1278,2018-11-19,822471,447435,356572,13352.0,5112
1279,2018-11-20,823104,447785,356851,13352.0,5116
1280,2018-11-21,823468,448135,356861,13352.0,5120
1281,2018-11-22,823832,448485,356871,13352.0,5124
1282,2018-11-23,824196,448835,356881,13352.0,5128
1283,2018-11-24,824560,449185,356891,13352.0,5132
1284,2018-11-25,824924,449535,356901,13352.0,5136
1285,2018-11-26,825288,449885,356911,13352.0,5140
1286,2018-11-27,825652,450235,356921,13352.0,5144
1287,2018-11-28,826016,450585,356931,13352.0,5148
1288,2018-11-29,826380,450935,356941,13352.0,5152
1289,2018-11-30,826744,451285,356951,13352.0,5156
1290,2018-12-01,827108,451635,356961,13352.0,5160
1291,2018-12-02,827472,451985,356971,13352.0,5164
1292,2018-12-03,827836,452335,356981,13352.0,5168
1293,2018-12-04,828200,452685,356991,13352.0,5172
1294,2018-12-05,828564,453035,357001,13352.0,5176
1295,2018-12-06,828928,453385,357011,13352.0,5180
1296,2018-12-07,829292,453735,357021,13352.0,5184
1297,2018-12-08,819656,454085,357031,3352.0,5188
1298,2018-12-09,820020,454435,357041,3352.0,5192
1299,2018-12-10,820384,454785,357051,3352.0,5196
1300,2018-12-11,820748,455135,357061,3352.0,5200
1301,2018-12-12,821112,455485,357071,3352.0,5204
1302,2018-12-13,821476,455835,357081,3352.0,5208
1303,2018-12-14,821840,456185,357091,3352.0,5212
1304,2018-12-15,822204,456535,357101,3352.0,5216
1305,2018-12-16,823413,456885,357111,4197.0,5220
1306,2018-12-17,823777,457235,357121,4197.0,5224
1307,2018-12-18,824191,457585,357131,4247.0,5228
1308,2018-12-19,824555,457935,357141,4247.0,5232
1309,2018-12-20,824919,458285,357151,4247.0,5236
1310,2018-12-21,825283,458635,357161,4247.0,5240
1311,2018-12-22,825647,458985,357171,4247.0,5244
1312,2018-12-23,826011,459335,357181,4247.0,5248
1313,2018-12-24,826375,459685,357191,4247.0,5252
1314,2018-12-25,826739,460035,357201,4247.0,5256
1315,2018-12-26,827103,460385,357211,4247.0,5260
1316,2018-12-27,827467,460735,357221,4247.0,5264
1317,2018-12-28,827831,461085,357231,4247.0,5268
1318,2018-12-29,828195,461435,357241,4247.0,5272
1319,2018-12-30,828559,461785,357251,4247.0,5276
1320,2018-12-31,828923,462135,357261,4247.0,5280
1321,2019-01-01,829287,462485,357271,4247.0,5284
1322,2019-01-02,829651,462835,357281,4247.0,5288
1323,2019-01-03,830015,463185,357291,4247.0,5292
1324,2019-01-04,830407,463535,357301,4275.0,5296
1325,2019-01-05,830771,463885,357311,4275.0,5300
1326,2019-01-06,831135,464235,357321,4275.0,5304
1327,2019-01-07,831499,464585,357331,4275.0,5308
1328,2019-01-08,831863,464935,357341,4275.0,5312
1329,2019-01-09,832227,465285,357351,4275.0,5316
1330,2019-01-10,832591,465635,357361,4275.0,5320
1331,2019-01-11,832955,465985,357371,4275.0,5324
1332,2019-01-12,833319,466335,357381,4275.0,5328
1333,2019-01-13,833683,466685,357391,4275.0,5332
1334,2019-01-14,834047,467035,357401,4275.0,5336
1335,2019-01-15,834411,467385,357411,4275.0,5340
1336,2019-01-16,834775,467735,357421,4275.0,5344
1337,2019-01-17,836729,468085,357431,5865.0,5348
1338,2019-01-18,837143,468435,357441,5915.0,5352
1339,2019-01-19,837507,468785,357451,5915.0,5356
1340,2019-01-20,837871,469135,357461,5915.0,5360
1341,2019-01-21,838235,469485,357471,5915.0,5364
1342,2019-01-22,838599,469835,357481,5915.0,5368
1343,2019-01-23,838963,470185,357491,5915.0,5372
1344,2019-01-24,839327,470535,357501,5915.0,5376
1345,2019-01-25,839691,470885,357511,5915.0,5380
1346,2019-01-26,840055,471235,357521,5915.0,5384
1347,2019-01-27,840419,471585,357531,5915.0,5388
1348,2019-01-28,840783,471935,357541,5915.0,5392
1349,2019-01-29,841147,472285,357551,5915.0,5396
1350,2019-01-30,841511,472635,357561,5915.0,5400
1351,2019-01-31,841875,472985,357571,5915.0,5404
1352,2019-02-01,842239,473335,357581,5915.0,5408
1353,2019-02-02,842603,473685,357591,5915.0,5412
1354,2019-02-03,843009,474035,357601,5957.0,5416
1355,2019-02-04,843373,474385,357611,5957.0,5420
1356,2019-02-05,843737,474735,357621,5957.0,5424
1357,2019-02-06,844101,475085,357631,5957.0,5428
1358,2019-02-07,844465,475435,357641,5957.0,5432
1359,2019-02-08,845369,475785,358191,5957.0,5436
1360,2019-02-09,846273,476135,358741,5957.0,5440
1361,2019-02-10,847177,476485,359291,5957.0,5444
1362,2019-02-11,848081,476835,359841,5957.0,5448
1363,2019-02-12,848985,477185,360391,5957.0,5452
1364,2019-02-13,849889,477535,360941,5957.0,5456
1365,2019-02-14,850793,477885,361491,5957.0,5460
1366,2019-02-15,851697,478235,362041,5957.0,5464
1367,2019-02-16,853821,478585,362591,7177.0,5468
1368,2019-02-17,854775,478935,363141,7227.0,5472
1369,2019-02-18,855679,479285,363691,7227.0,5476
1370,2019-02-19,856583,479635,364241,7227.0,5480
1371,2019-02-20,857487,479985,364791,7227.0,5484
1372,2019-02-21,858391,480335,365341,7227.0,5488
1373,2019-02-22,859295,480685,365891,7227.0,5492
1374,2019-02-23,860199,481035,366441,7227.0,5496
1375,2019-02-24,861103,481385,366991,7227.0,5500
1376,2019-02-25,862007,481735,367541,7227.0,5504
1377,2019-02-26,862911,482085,368091,7227.0,5508
1378,2019-02-27,863817,482435,368641,7229.0,5512
1379,2019-02-28,864721,482785,369191,7229.0,5516
1380,2019-03-01,865625,483135,369741,7229.0,5520
1381,2019-03-02,866529,483485,370291,7229.0,5524
1382,2019-03-03,867433,483835,370841,7229.0,5528
1383,2019-03-04,868337,484185,371391,7229.0,5532
1384,2019-03-05,869241,484535,371941,7229.0,5536
1385,2019-03-06,870145,484885,372491,7229.0,5540
1386,2019-03-07,871049,485235,373041,7229.0,5544
1387,2019-03-08,871953,485585,373591,7229.0,5548
1388,2019-03-09,872857,485935,374141,7229.0,5552
1389,2019-03-10,873761,486285,374691,7229.0,5556
1390,2019-03-11,874665,486635,375241,7229.0,5560
1391,2019-03-12,875569,486985,375791,7229.0,5564
1392,2019-03-13,876473,487335,376341,7229.0,5568
1393,2019-03-14,877377,487685,376891,7229.0,5572
1394,2019-03-15,878281,488035,377441,7229.0,5576
1395,2019-03-16,880175,488385,377991,8219.0,5580
1396,2019-03-17,881079,488735,378541,8219.0,5584
1397,2019-03-18,881983,489085,379091,8219.0,5588
1398,2019-03-19,883033,489435,379641,8365.0,5592
1399,2019-03-20,883937,489785,380191,8365.0,5596
1400,2019-03-21,884841,490135,380741,8365.0,5600
1401,2019-03-22,885745,490485,381291,8365.0,5604
1402,2019-03-23,886649,490835,381841,8365.0,5608
1403,2019-03-24,887553,491185,382391,8365.0,5612
1404,2019-03-25,889372,491535,382941,9280.0,5616
1405,2019-03-26,890354,491885,383491,9358.0,5620
1406,2019-03-27,891258,492235,384041,9358.0,5624
1407,2019-03-28,892162,492585,384591,9358.0,5628
1408,2019-03-29,893066,492935,385141,9358.0,5632
1409,2019-03-30,893970,493285,385691,9358.0,5636
1410,2019-03-31,894874,493635,386241,9358.0,5640
1411,2019-04-01,895778,493985,386791,9358.0,5644
1412,2019-04-02,896682,494335,387341,9358.0,5648
1413,2019-04-03,897586,494685,387891,9358.0,5652
1414,2019-04-04,898490,495035,388441,9358.0,5656
1415,2019-04-05,899394,495385,388991,9358.0,5660
1416,2019-04-06,900298,495735,389541,9358.0,5664
1417,2019-04-07,901202,496085,390091,9358.0,5668
1418,2019-04-08,902106,496435,390641,9358.0,5672
1419,2019-04-09,903010,496785,391191,9358.0,5676
1420,2019-04-10,903914,497135,391741,9358.0,5680
1421,2019-04-11,904818,497485,392291,9358.0,5684
1422,2019-04-12,905722,497835,392841,9358.0,5688
1423,2019-04-13,906626,498185,393391,9358.0,5692
1424,2019-04-14,907530,498535,393941,9358.0,5696
1425,2019-04-15,908434,498885,394491,9358.0,5700
1426,2019-04-16,909338,499235,395041,9358.0,5704
1427,2019-04-17,913047,499585,395591,12163.0,5708
1428,2019-04-18,913951,499935,396141,12163.0,5712
1429,2019-04-19,914855,500285,396691,12163.0,5716
1430,2019-04-20,905959,500635,397241,2363.0,5720
1431,2019-04-21,906863,500985,397791,2363.0,5724
1432,2019-04-22,911377,501335,398341,5973.0,5728
1433,2019-04-23,912281,501685,398891,5973.0,5732
1434,2019-04-24,913185,502035,399441,5973.0,5736
1435,2019-04-25,914089,502385,399991,5973.0,5740
1436,2019-04-26,914993,502735,400541,5973.0,5744
1437,2019-04-27,915897,503085,401091,5973.0,5748
1438,2019-04-28,916801,503435,401641,5973.0,5752
1439,2019-04-29,917705,503785,402191,5973.0,5756
1440,2019-04-30,918609,504135,402741,5973.0,5760
1441,2019-05-01,919513,504485,403291,5973.0,5764
1442,2019-05-02,920417,504835,403841,5973.0,5768
1443,2019-05-03,921321,505185,404391,5973.0,5772
1444,2019-05-04,922225,505535,404941,5973.0,5776
1445,2019-05-05,923129,505885,405491,5973.0,5780
1446,2019-05-06,924033,506235,406041,5973.0,5784
1447,2019-05-07,924937,506585,406591,5973.0,5788
1448,2019-05-08,925841,506935,407141,5973.0,5792
1449,2019-05-09,926745,507285,407691,5973.0,5796
1450,2019-05-10,927649,507635,408241,5973.0,5800
1451,2019-05-11,928553,507985,408791,5973.0,5804
1452,2019-05-12,929457,508335,409341,5973.0,5808
1453,2019-05-13,930361,508685,409891,5973.0,5812
1454,2019-05-14,931265,509035,410441,5973.0,5816
1455,2019-05-15,932169,509385,410991,5973.0,5820
1456,2019-05-16,932313,509735,411541,5213.0,5824
1457,2019-05-17,932412,510085,412091,4408.0,5828
1458,2019-05-18,933316,510435,412641,4408.0,5832
1459,2019-05-19,934220,510785,413191,4408.0,5836
1460,2019-05-20,935124,511135,413741,4408.0,5840
1461,2019-05-21,936028,511485,414291,4408.0,5844
1462,2019-05-22,936932,511835,414841,4408.0,5848
1463,2019-05-23,937836,512185,415391,4408.0,5852
1464,2019-05-24,941970,512535,415941,7638.0,5856
1465,2019-05-25,942874,512885,416491,7638.0,5860
1466,2019-05-26,943778,513235,417041,7638.0,5864
1467,2019-05-27,944682,513585,417591,7638.0,5868
1468,2019-05-28,945586,513935,418141,7638.0,5872
1469,2019-05-29,946490,514285,418691,7638.0,5876
1470,2019-05-30,947394,514635,419241,7638.0,5880
1471,2019-05-31,948298,514985,419791,7638.0,5884
1472,2019-06-01,949202,515335,420341,7638.0,5888
1473,2019-06-02,950106,515685,420891,7638.0,5892
1474,2019-06-03,950810,516035,421441,7438.0,5896
1475,2019-06-04,951714,516385,421991,7438.0,5900
1476,2019-06-05,952618,516735,422541,7438.0,5904
1477,2019-06-06,953522,517085,423091,7438.0,5908
1478,2019-06-07,954426,517435,423641,7438.0,5912
1479,2019-06-08,955330,517785,424191,7438.0,5916
1480,2019-06-09,956234,518135,424741,7438.0,5920
1481,2019-06-10,957138,518485,425291,7438.0,5924
1482,2019-06-11,958042,518835,425841,7438.0,5928
1483,2019-06-12,958946,519185,426391,7438.0,5932
1484,2019-06-13,959850,519535,426941,7438.0,5936
1485,2019-06-14,960754,519885,427491,7438.0,5940
1486,2019-06-15,961658,520235,428041,7438.0,5944
1487,2019-06-16,960947,520585,428591,5823.0,5948
1488,2019-06-17,961851,520935,429141,5823.0,5952
1489,2019-06-18,963010,521285,429691,6078.0,5956
1490,2019-06-19,964414,521635,430241,6578.0,5960
1491,2019-06-20,965318,521985,430791,6578.0,5964
1492,2019-06-21,966222,522335,431341,6578.0,5968
1493,2019-06-22,967966,522685,431891,7418.0,5972
1494,2019-06-23,968870,523035,432441,7418.0,5976
1495,2019-06-24,969774,523385,432991,7418.0,5980
1496,2019-06-25,970678,523735,433541,7418.0,5984
1497,2019-06-26,971582,524085,434091,7418.0,5988
1498,2019-06-27,972486,524435,434641,7418.0,5992
1499,2019-06-28,973390,524785,435191,7418.0,5996
1500,2019-06-29,974294,525135,435741,7418.0,6000
1501,2019-06-30,975198,525485,436291,7418.0,6004
1502,2019-07-01,976102,525835,436841,7418.0,6008
1503,2019-07-02,977006,526185,437391,7418.0,6012
1504,2019-07-03,977913,526535,437941,7421.0,6016
1505,2019-07-04,978817,526885,438491,7421.0,6020
1506,2019-07-05,979722,527235,439041,7422.0,6024
1507,2019-07-06,980626,527585,439591,7422.0,6028
1508,2019-07-07,981531,527935,440141,7423.0,6032
1509,2019-07-08,982435,528285,440691,7423.0,6036
1510,2019-07-09,983339,528635,441241,7423.0,6040
1511,2019-07-10,984243,528985,441791,7423.0,6044
1512,2019-07-11,985147,529335,442341,7423.0,6048
1513,2019-07-12,986052,529685,442891,7424.0,6052
1514,2019-07-13,986956,530035,443441,7424.0,6056
1515,2019-07-14,987860,530385,443991,7424.0,6060
1516,2019-07-15,988764,530735,444541,7424.0,6064
1517,2019-07-16,989668,531085,445091,7424.0,6068
1518,2019-07-17,995750,531435,445641,12602.0,6072
1519,2019-07-18,996334,531785,446191,12282.0,6076
1520,2019-07-19,997238,532135,446741,12282.0,6080
1521,2019-07-20,992143,532485,447291,6283.0,6084
1522,2019-07-21,993047,532835,447841,6283.0,6088
1523,2019-07-22,996121,533185,448391,8453.0,6092
1524,2019-07-23,997026,533535,448941,8454.0,6096
1525,2019-07-24,997930,533885,449491,8454.0,6100
1526,2019-07-25,998834,534235,450041,8454.0,6104
1527,2019-07-26,999738,534585,450591,8454.0,6108
1528,2019-07-27,1000642,534935,451141,8454.0,6112
1529,2019-07-28,1001546,535285,451691,8454.0,6116
1530,2019-07-29,1002450,535635,452241,8454.0,6120
1531,2019-07-30,1003354,535985,452791,8454.0,6124
1532,2019-07-31,1004260,536335,453341,8456.0,6128
1533,2019-08-01,1005164,536685,453891,8456.0,6132
1534,2019-08-02,1006078,537035,454441,8466.0,6136
1535,2019-08-03,1006982,537385,454991,8466.0,6140
1536,2019-08-04,1007886,537735,455541,8466.0,6144
1537,2019-08-05,1008790,538085,456091,8466.0,6148
1538,2019-08-06,1009694,538435,456641,8466.0,6152
1539,2019-08-07,1010598,538785,457191,8466.0,6156
1540,2019-08-08,1011502,539135,457741,8466.0,6160
1541,2019-08-09,1012406,539485,458291,8466.0,6164
1542,2019-08-10,1013310,539835,458841,8466.0,6168
1543,2019-08-11,1014215,540185,459391,8467.0,6172
1544,2019-08-12,1015119,540535,459941,8467.0,6176
1545,2019-08-13,1016023,540885,460491,8467.0,6180
1546,2019-08-14,1016927,541235,461041,8467.0,6184
1547,2019-08-15,1017831,541585,461591,8467.0,6188
1548,2019-08-16,1018735,541935,462141,8467.0,6192
1549,2019-08-17,1019990,542285,462691,8818.0,6196
1550,2019-08-18,1020894,542635,463241,8818.0,6200
1551,2019-08-19,1021798,542985,463791,8818.0,6204
1552,2019-08-20,1021627,543335,464341,7743.0,6208
1553,2019-08-21,1022531,543685,464891,7743.0,6212
1554,2019-08-22,1023435,544035,465441,7743.0,6216
1555,2019-08-23,1026219,544385,465991,9623.0,6220
1556,2019-08-24,1027123,544735,466541,9623.0,6224
1557,2019-08-25,1028027,545085,467091,9623.0,6228
1558,2019-08-26,1028931,545435,467641,9623.0,6232
1559,2019-08-27,1029835,545785,468191,9623.0,6236
1560,2019-08-28,1030739,546135,468741,9623.0,6240
1561,2019-08-29,1031644,546485,469291,9624.0,6244
1562,2019-08-30,1032548,546835,469841,9624.0,6248
1563,2019-08-31,1033452,547185,470391,9624.0,6252
1564,2019-09-01,1034356,547535,470941,9624.0,6256
1565,2019-09-02,1035260,547885,471491,9624.0,6260
1566,2019-09-03,1036164,548235,472041,9624.0,6264
1567,2019-09-04,1037068,548585,472591,9624.0,6268
1568,2019-09-05,1037976,548935,473141,9628.0,6272
1569,2019-09-06,1038880,549285,473691,9628.0,6276
1570,2019-09-07,1039784,549635,474241,9628.0,6280
1571,2019-09-08,1040688,549985,474791,9628.0,6284
1572,2019-09-09,1041597,550335,475341,9633.0,6288
1573,2019-09-10,1042501,550685,475891,9633.0,6292
1574,2019-09-11,1043405,551035,476441,9633.0,6296
1575,2019-09-12,1044309,551385,476991,9633.0,6300
1576,2019-09-13,1045215,551735,477541,9635.0,6304
1577,2019-09-14,1046119,552085,478091,9635.0,6308
1578,2019-09-15,1045143,552435,478641,7755.0,6312
1579,2019-09-16,1046047,552785,479191,7755.0,6316
1580,2019-09-17,1047256,553135,479741,8060.0,6320
1581,2019-09-18,1048160,553485,480291,8060.0,6324
1582,2019-09-19,1049065,553835,480841,8061.0,6328
1583,2019-09-20,1049969,554185,481391,8061.0,6332
1584,2019-09-21,1050873,554535,481941,8061.0,6336
1585,2019-09-22,1053520,554885,482491,9804.0,6340
1586,2019-09-23,1054424,555235,483041,9804.0,6344
1587,2019-09-24,1055328,555585,483591,9804.0,6348
1588,2019-09-25,1056232,555935,484141,9804.0,6352
1589,2019-09-26,1057138,556285,484691,9806.0,6356
1590,2019-09-27,1058042,556635,485241,9806.0,6360
1591,2019-09-28,1058946,556985,485791,9806.0,6364
1592,2019-09-29,1059850,557335,486341,9806.0,6368
1593,2019-09-30,1060754,557685,486891,9806.0,6372
1594,2019-10-01,1061658,558035,487441,9806.0,6376
1595,2019-10-02,1062562,558385,487991,9806.0,6380
1596,2019-10-03,1063482,558735,488541,9822.0,6384
1597,2019-10-04,1064386,559085,489091,9822.0,6388
1598,2019-10-05,1065294,559435,489641,9826.0,6392
1599,2019-10-06,1066206,559785,490191,9834.0,6396
1600,2019-10-07,1067110,560135,490741,9834.0,6400
1601,2019-10-08,1068018,560485,491291,9838.0,6404
1602,2019-10-09,1068922,560835,491841,9838.0,6408
1603,2019-10-10,1069826,561185,492391,9838.0,6412
1604,2019-10-11,1070750,561535,492941,9858.0,6416
1605,2019-10-12,1071654,561885,493491,9858.0,6420
1606,2019-10-13,1072558,562235,494041,9858.0,6424
1607,2019-10-14,1073462,562585,494591,9858.0,6428
1608,2019-10-15,1074378,562935,495141,9870.0,6432
1609,2019-10-16,1075282,563285,495691,9870.0,6436
1610,2019-10-17,1079649,563635,496241,13333.0,6440
1611,2019-10-18,1080553,563985,496791,13333.0,6444
1612,2019-10-19,1081457,564335,497341,13333.0,6448
1613,2019-10-20,1082361,564685,497891,13333.0,6452
1614,2019-10-21,1083265,565035,498441,13333.0,6456
1615,2019-10-22,1084169,565385,498991,13333.0,6460
1616,2019-10-23,1086043,565735,499541,14303.0,6464
1617,2019-10-24,1086947,566085,500091,14303.0,6468
1618,2019-10-25,1087851,566435,500641,14303.0,6472
1619,2019-10-26,1088755,566785,501191,14303.0,6476
1620,2019-10-27,1089659,567135,501741,14303.0,6480
1621,2019-10-28,1090563,567485,502291,14303.0,6484
1622,2019-10-29,1091467,567835,502841,14303.0,6488
1623,2019-10-30,1092371,568185,503391,14303.0,6492
1624,2019-10-31,1093283,568535,503941,14311.0,6496
1625,2019-11-01,1094187,568885,504491,14311.0,6500
1626,2019-11-02,1095099,569235,505041,14319.0,6504
1627,2019-11-03,1096003,569585,505591,14319.0,6508
1628,2019-11-04,1096907,569935,506141,14319.0,6512
1629,2019-11-05,1097895,570285,506691,14403.0,6516
1630,2019-11-06,1098799,570635,507241,14403.0,6520
1631,2019-11-07,1099703,570985,507791,14403.0,6524
1632,2019-11-08,1100607,571335,508341,14403.0,6528
1633,2019-11-09,1101511,571685,508891,14403.0,6532
